artist,song,link,text
Gucci Mane,Decapitated,/g/gucci+mane/decapitated_21069010.html,"(Intro: Gucci Mane)  
I wanna thank God  
For opportunity, success  
Wealth and health  
  
(Verse 1: Gucci Mane)  
My daddy name Gucci, he the Gucci Mane  
Honestly he turned me on to the ice game  
He fed the fam with 3 tops, that's the current game  
Well fuck you, who are you?  
You ain't God mane  
I fell out with my right hand man, he tried to top on me  
I guess it's clear we ain't homies like I think we homies  
I'm at the top and I swear to God, it's really lonely  
But I'm not coming down, no stoopin' down, I keep it movin'  
These young nigga's got no respect who make music  
Broke ass nigga never can get used to it  
And the bottom of some valley don't do it like the top do it  
Roll the crisp we hear ak's more than church music  
  
[Hook:]  
I hit this car, horse on the car, with the top off it  
Topless broads drivin, Gucci chargin' with no problem  
Hit shot dead in the bushes with his head off  
Head cut off, those slick blood knocked off  
Decapitated (Huh?)  
Decapitated  
Decapitated (Bang), bow down  
Decapitated (It's Gucci)  
  
[Verse 2: Gucci Mane)  
I know African's that cut off legs  
Jamaican's that cut off heads (What's up bumbaclot)  
This millionaire still in the feds  
You in the county and you can't get outta jail nigga?  
Damn, that's so sad  
That's so bad  
You played out, jj bad  
Mob ties put a head in your bed (horse head)  
You touch Guwop and they goin' mine and wrap yo head  
I got so much overhead, I gave him diamond bricks instead  
And I chumm without a charm, diamond chain and watch instead  
Team some team  
My grandad in house and I stay next door to Ned  
Cooking dope instead of eggs  
Hundred pt's in my fridge  
  
[Hook:]  
I hit this car, horse on the car, with the top off it  
Topless broads drivin, Gucci chargin' with no problem  
Hit shot dead in the bushes with his head off  
Head cut off, those slick blood knocked off  
Decapitated (Huh?)  
Decapitated  
Decapitated, goddamn  
Decapitated

"
Linda Ronstadt,I've Got To Know,/l/linda+ronstadt/ive+got+to+know_20693434.html,"I'd like to know, baby  
How you feel about me  
I'd like to know, baby  
How you feel about me  
I've got to know if you think you might leave me  
Baby won't you break it to me  
If you're planning to deceive me  
Woah-oh to deceive me  
I'd like to hear  
What you say when you talk about me  
Do your friends know something I don't  
Or just appears to be  
Everyone says on the surface things look fine  
Am I still the only one for you  
And is it true are you really mine  
Woah-oh really mine  
If you go away I won't know what to do or what to say  
Baby I can't make it without you beside me every day  
Baby tell me baby show that this is not a fake  
Just try and show me that there's no mistake  
In staying with you  
Woah-oh, with you  
  
I'd like to know, baby  
How you feel about me  
I'd like to know, baby  
How you feel about me  
I've got to know if you think you might leave me  
Baby won't you break it to me  
If you're planning to deceive me  
Woah-oh to deceive me  
  
I'd like to know I'd like to know I'd like to know....

"
Oasis,Carnation,/o/oasis/carnation_20102405.html,"If you gave me a fresh carnation  
I would only crush it's tender petals  
With me you'll have no escape  
And at the same time there'll be nowhere to settle  
I trample down all life in my wake  
I eat it up and take the cake  
I just avert my eyes to the pain  
Of someone's loss helping my gain  
  
If you gave me a dream for my pocket  
You'd be plugging in the wrong socket  
With me there's no room for the future  
With me there's no room with a view at all  
  
I am out of season all year around  
Hear machinery roar to my empty sound  
Touch my heart and feel winter  
Hold my hand and be doomed forever  
  
If you gave me a fresh carnation  
I would only crush it's tender petals  
With me you'll have no escape  
And at the same time there'll be nowhere to settle  
And if you're wondering by now who I am  
Look no further than the mirror  
Cause I am the greed and fear  
And every ounce of hate in you

"
Gino Vannelli,Fallen In Love,/g/gino+vannelli/fallen+in+love_20195499.html,"Pardon me  
What a rare mood I'm in  
Check the glorious grin  
And the bright eyes above  
Well, excuse me world for being alive  
At last I've arrived  
I've fallen in love  
Ate with augustine monks, babbled in tongues  
Climbed the highest hill in peru  
Took a walk on the ganges, peeled the wraps of rameses  
Slayed me a dragon or two  
Turned saviors and saints, and little green men  
Moonshine and miracle drugs  
But I never quite saw the light  
'till I fell in love  
Pondered zen and zoroaster, and the life ever after  
Blavatsky, marx, moliere  
Found jesus and siddhartha in a bar in djakarta  
Chatting where the air is quite rare  
Let solomon keep his philosopher's stone  
Let jove keep his heavens above  
To my mind it ain't near as divine as falling in love  
I'm in love!  
Pardon me  
What a rare mood I'm in  
Check the glorious grin  
And the bright eyes above  
Well, excuse me world for being alive  
At last I've arrived  
To my mind it ain't near as divine  
Not nearly as sweet and sublime  
As falling in love  
I'm in love!  
Pardon me  
What a rare mood I'm in  
Check the glorious grin  
And the bright eyes above  
Well, excuse me world for being alive  
At last I've arrived  
I've fallen in love  
I'm in love  
Fallen in love  

"
Zeromancer,New Madonna,/z/zeromancer/new+madonna_20287976.html,"I see you out on the dance floor shaking around  
I see you out on an empty beach  
I see you walking a one way street  
It's the same as always  
A star maybe you are  
A star maybe you are  
A new Madonna  
In a way I can hear myself say  
What is it worth  
I say we meet on the last place on earth  
It's insane as always  
Maybe you are  
A star maybe you are  
A new Madonna  
Is this the only way  
You make it like a new Madonna  

"
Opeth,The Apostle In Triumph,/o/opeth/the+apostle+in+triumph_20299369.html,"In solitude I wander  
Through the vast enchanted forest  
  
The surrounding skies are one  
Torn apart by the phenomenon of lightning  
Rain is pouring down my (now) shivering shoulders  
In the rain my tears are forever lost  
  
The darkened oaks are my only shelter  
Red leaves are blown by the wind  
An ebony raven now catches my eye  
Sitting in calmness  
Before spreading his black wings  
Reaching for the skies  
  
In this forest  
Where wolves cry their agony unto the moon  
My spirit is hidden  
In the form of wisdom  
Carved on a black stone  
The only way to follow  
  
Open your soul  
Redeem, I am immortal  
  
Blinded by a light  
My soul is held up in glory  
I engulf the skies  
The apostle in triumph  
  
Through the eternal flame I travel  
As the rain keeps falling

"
Indigo Girls,Peace Song,/i/indigo+girls/peace+song_20067443.html,"Now everybodys looking for a little peace of mind  
Were a generation running out of time  
There's a bomb, there's a man  
There's a gun in his hand yeah  
Nobody smiles at strangers were scared from birth  
Afraid the mans gonna take us for all that were worth  
Strip us of our pride  
Make a strike from inside  
Come on and tell me  
How long will we be victims of fear  
With a man and a gun and the day after fear  
Jesus smile down upon your children  
Smile down upon your family  
  
Even lovers have trouble at hand  
What's your preference where do you stand  
You get all uptight about it  
Wanna fight about it  
Wanna fight about love  
No no no  
Wanting independence separate but equal  
A lover here another there  
One more for the sequel to the heartache  
How much more can we take  
Wont you tell me  
How long will we be victims of fear  
With a man and a gun and the day after fear  
Jesus smile down upon your children  
Smile down upon your family  
  
Now Im talking about  
Altruism and unification  
We forgotten what that means  
Cynicism in this mighty nation  
And hatred is spitting us right at the seams  
  
Oh but I still believe that good will prevail  
And if we don't ever try  
Its damn sure that well fail  
Lose another day  
The american way  
So come all believers  
Come all races  
Start looking at the souls  
Not at the faces  
And were there  
And were learning to care  
I want to know baby  
How long will we be victims of fear  
With a man and a gun and the day after fear  
Jesus smile down upon your children  
Smile down upon your family  
Jesus smile down upon your children  
Smile down upon your family

"
Scorpions,To Be No. 1,/s/scorpions/to+be+no+1_20964768.html,"Give me a job  
The one I havn't got  
Don't write me off at anytime  
Don't ever leave me unsatisfied  
I don't want to come in a second  
I just want to come  
Don't want to be the last in line  
Don't want to be just left behind  
  
And in the evening when I come home  
It is time to throw my dog a bone  
That's when I wear my shirt that says  
In capital letters In capital letters  
  
Isn't it fun fun fun to be number one  
(He's got no job, got no blow got no Monica to go to)  
Isn't it fun fun fun to be number one  
(He's a superstar, wunderbar, out of touch too much)  
  
Don't tell me I'm small  
An inch too short  
I might not be your size but I'm sure great  
And definitely underpaid  
So give me a job  
The one I haven't got  
Don't tell me I'm too poor to join the club  
To hang out with the big shots  
  
And in the evening when I come home  
It is time to give my dog a bone  
That's when I wear my shirt that says  
In capital letters In capital letters  
  
Isn't it fun fun fun to be number one  
(He's got no job, got no blow, got no Monica to go to)  
Isn't it fun fun fun to be number one  
(He's a V.I.P. wannabe, all he ever wants is)  
Isn't it fun fun fun to be number one  
Isn't it fun fun fun yeah to be number one  
(He's a V.I.P. wannabe all he ever wants is)  
To be number one  
  
And in the evening when I come home  
It is time to throw my dog a bone  
That's when I wear my shirt that says  
In capital letters In capital letters  
  
Isn't it fun fun fun to be number one  
(He's got no job, got no blow got no Monica to go to)  
Isn't it fun fun fun yeah to be number one  
(He's a superstar, wunderbar, out of touch too much)  
Isn't it fun fun fun to be number one  
Isn't it fun fun fun fun to be number one  
To be number one  
(Fun, fun, fun)  
To be number one  
To be number one  
(He's got no job, got no blow got no Monica to go to)  
To be number one  
To be number one  
(He's a superstar, wunderbar, out of touch too much)  
To be number one  
To be number one  
(He's got no job, got no blow got no Monica to go to)  
Yeah

"
Waylon Jennings,Gonna Write A Letter,/w/waylon+jennings/gonna+write+a+letter_20649788.html,"I'm gonna write a letter, gonna mail it today  
Just as soon as I think of the words to say  
I've been needing to send it for nearly a year  
There's a woman back home who's waiting to hear  
  
I meant to tell you, dear Susannah  
I'm a long way from Louisiana and you  
And I know I promised to be returning  
Just as soon as I've saved the money I'm earning for you  
  
But I'm married to twins and I'm living in Peru  
Well, I'm gonna write a letter  
Get it off my mind  
But you know the words  
Are so hard to find  
  
Sitting, thinking with my pen in my hand  
How can I make her understand?  
I meant to tell you, dear Julia  
  
I'm a long way from the States, mosquitoes and you  
I'll send some money to help with the kids  
I'd like to thank you for all that you did  
It's true Louisiana, and I'm with Susannah, too  
  
Got me a letter, it arrived today  
The words I read just blew me away  
I don't believe I've ever felt so low  
How could Susannah treat me so?  
  
She said, ""I meant to tell you, my sweet honey  
I'm a long way from your love, your money and you  
Please don't think me under  
  
And I do believe you'll understand me too  
I got a bar and grill with Phil in Kalamazoo

"
John Prine,My Own Best Friend,/j/john+prine/my+own+best+friend_20074690.html,"I'm beginning to like you  
But, you know that ain't right  
'Cause you'll just twist and twist and twist  
Till I'm all crooked inside  
You'll take all you gave me  
Like it never was there  
And I think that I might, no, I know  
Yes, I will help you there  
'Cause, I've done it before and I'd do it again  
'Cause it's the only time  
That makes me feel like I'm  
My own best friend  
I'm a victim of friction, I got too close to see  
Yeah, we sparked in the dark and God hung a light on me  
The lamp gets real heavy, it hangs from my heart  
And it comes and it goes till I can't tell the difference apart  
But I've done it before and I'd do it again  
'Cause it's the only time  
That makes me feel like I'm  
My own best friend  
So many people say, it will never work out that way  
You can't stand the heat  
While you're watching your heart  
Just melt away in the basement on a rainy day  
There's motel in Shreveport  
Don't ask me where, please  
They check in, they check out  
By the light of the color T.V.s  
The maid calls you honey  
She makes your bed slow  
And she speaks, of the sheets that don't fit  
But you know that she knows  
I've done it before and I'd do it again  
'Cause it's the only time  
That makes me feel like I'm  
My own best friend, my own best friend  
My own best friend, my own best friend  

"
Lou Reed,Fly Into The Sun,/l/lou+reed/fly+into+the+sun_20085207.html,"I would not run from the holocaust  
I would not run from the bomb  
I'd welcome the chance to meet my maker  
And fly into the sun, fly into the sun, fly into the sun  
I'd break up into million pieces and fly into the sun  
  
I would not run from the blazing light  
I would not run from its rain  
I'd see it as an end to misery  
As an end to worldly pain  
An end to worldly pain ...  
I'd shine by the light of the unknown moment  
To end this worldly pain  
Fly into the sun, fly into the sun  
I'd shine by the light of the unknown moment  
And fly into the sun  
  
The earth is weeping, the sky is shaking  
The stars split to their core  
And every proton and unnamed neutron  
is fusing in my bones  
And an unnamed mammal is darkly rising  
As man burns from his tomb  
And I look at this as a blissful moment  
To fly into the sun  
  
Fly into the sun, fly into the sun  
I'd burn up into a million pieces  
And fly into the sun  
To end this mystery answer my mystery  
I'd look at this as a wondrous moment  
To end this mystery  
Fly into the sun, fly into the sun  
I'd break up into a million pieces  
And fly into the sun

"
Andy Williams,People,/a/andy+williams/people_20997917.html,"People, people who need people  
Are the luckiest people in the world  
  
We're children needing other children  
And yet, letting our grown up pride  
Hide all the need inside  
Acting more like children than children  
  
Lovers, are very special people  
They're the luckiest people in the world  
With one person  
One very special person  
A feeling deep in your soul says  
You were half, now you're whole  
  
No more hunger and thirst  
But first be a person who needs people  
People who need people  
Are the luckiest people in the world

"
Loretta Lynn,I've Got Texas In My Heart,/l/loretta+lynn/ive+got+texas+in+my+heart_20702964.html,"I'm packin' up my old suitcases to go see old familiar faces  
Give me blue skies and sunny Texas weather  
I crave the smell of good ole saddle leather I've got Texas in my heart  
I've got a lotta friends in Amarrilo I like Dallas Forth Worth Houston San
Antone  
Got a pinin' in my heart to be in Texas I've said I'll wind up makin' it my
home  
I'm packin' up my old suitcases to go see old familiar faces  
The Lone Star State has won my heart doggone it  
And long horn steak with lots of ketchup on it I've got Texas in my heart  
[ banjo ]  
I love the western way they grab in Texas where that Lone Star hat is mighty
plain  
You can bet your boots and saddle I love Texas gonna hang and to go back there
again  
I'm packin' up my old suitcases to go see old familiar faces  
Give me blue skies and sunny Texas weather  
I crave the smell of good old saddle leather I've got Texas in my heart  
(The eyes of Texas are upon you) I've got Texas in my heart  
  
  

"
Indigo Girls,Southern Man,/i/indigo+girls/southern+man_20067456.html,"Southern man better keep your head  
Don't forget what your good book said  
Southern change gonna come as last  
Now your crosses are burning fast  
Southern man  
  
I saw cotton  
I saw black  
Tall white fences  
Little shacks  
And southern man  
When will you pay them back  
I heard screaming  
Bull whips cracking  
How long how long  
How  
  
Southern man better keep your head  
Don't forget what your good book said  
Southern change gonna come at last  
Now your crosses are burning fast  
Southern man  
Southern man  
  
Lilly belle your hair is golden brown  
I've seen your black man coming round  
I swear by God I'm gonna cut him down  
I heard screaming  
Bull whips cracking  
How long how long  
How  
  
Southern man better keep your head  
Don't forget what your good book said  
Southern change gonna come at last  
Now your crosses are burning fast  
Southern man

"
Kiss,Firehouse,/k/kiss/firehouse_20079782.html,"Whoo, hoo, yeah  
Whoo, hoo, yeah  
  
She'll adore you and she'll floor you  
With her wisdom and her vision  
And you'll love it and think of it  
Till you lose all intuition  
Come on  
  
She can move you and improve you  
With her love and her devotion  
And she'll thrill you and she'll chill you  
But you're headed for commotion  
  
And you'll need her so you'll feed her  
With your endless dedication  
And the quicker you get sicker  
She'll remove your medication  
  
Get the firehouse  
Cause she sets my soul afire  
Get the firehouse  
And the flames keep gettin' higher  
  
She's like bad weather but it seems so good  
You'd never leave her but you know you should  
  
She's like bad weather but it seems so good  
You'd never leave her but you know you should  
  
Ooh  
Get the firehouse  
Cause she sets my soul afire  
Get the firehouse  
Whoo, hoo, yeah  
Get the firehouse  
Whoo, hoo, yeah

"
